title,budget,budget_squared,revenue,runtime,vote_average,year,main_genre
The Departed,90000000,8100000000000000,289847354,151.0,7.9,2006,Drama
Mulan,90000000,8100000000000000,304320254,88.0,7.6,1998,Animation
Tropic Thunder,92000000,8464000000000000,188072649,107.0,6.5,2008,Action
The Girl with the Dragon Tattoo,90000000,8100000000000000,232617430,158.0,7.2,2011,Thriller
Die Hard: With a Vengeance,90000000,8100000000000000,366101666,128.0,6.9,1995,Action
Sherlock Holmes,90000000,8100000000000000,524028679,128.0,7.0,2009,Action
Ben-Hur,100000000,10000000000000000,94061311,125.0,5.3,2016,Drama
Atlantis: The Lost Empire,120000000,14400000000000000,186053725,95.0,6.7,2001,Animation
Valkyrie,75000000,5625000000000000,200276000,121.0,6.7,2008,Drama
You Don't Mess with the Zohan,90000000,8100000000000000,201596308,113.0,5.5,2008,Comedy
Pixels,88000000,7744000000000000,243637091,105.0,5.6,2015,Action
A.I. Artificial Intelligence,100000000,10000000000000000,235926552,146.0,6.8,2001,Drama
The Haunted Mansion,90000000,8100000000000000,182290266,99.0,5.2,2003,Thriller
Contact,90000000,8100000000000000,171120329,150.0,7.2,1997,Drama
Hollow Man,95000000,9025000000000000,190213455,112.0,5.6,2000,Action
The Interpreter,80000000,6400000000000000,162944923,128.0,6.2,2005,Crime
Percy Jackson: Sea of Monsters,90000000,8100000000000000,174578751,106.0,5.9,2013,Adventure
Lara Croft Tomb Raider: The Cradle of Life,95000000,9025000000000000,156505388,117.0,5.5,2003,Action
Now You See Me 2,90000000,8100000000000000,334901337,129.0,6.7,2016,Action
The Saint,68000000,4624000000000000,118063304,116.0,5.9,1997,Thriller
Spy Game,92000000,8464000000000000,143049560,126.0,6.8,2001,Action
Mission to Mars,90000000,8100000000000000,60874615,114.0,5.7,2000,Science Fiction
Rio,90000000,8100000000000000,484635760,96.0,6.5,2011,Animation
Bicentennial Man,100000000,10000000000000000,93700000,131.0,6.9,1999,Comedy
The Devil's Own,90000000,8100000000000000,140807547,107.0,5.9,1997,Crime
K-19: The Widowmaker,100000000,10000000000000000,35168966,138.0,6.1,2002,Drama
Conan the Barbarian,20000000,400000000000000,79114085,129.0,6.6,1982,Adventure
Cinderella Man,88000000,7744000000000000,108539911,144.0,7.3,2005,Romance
The Nutcracker: The Untold Story,90000000,8100000000000000,16178959,110.0,5.4,2010,Fantasy
Seabiscuit,87000000,7569000000000000,148336445,141.0,6.7,2003,Drama
Twister,92000000,8464000000000000,494471524,113.0,6.1,1996,Action
Cast Away,90000000,8100000000000000,429632142,143.0,7.5,2000,Adventure
Happy Feet,100000000,10000000000000000,384335608,108.0,5.9,2006,Animation
The Bourne Supremacy,75000000,5625000000000000,288500217,108.0,7.2,2004,Action
Air Force One,85000000,7225000000000000,315156409,124.0,6.2,1997,Action
Ocean's Eleven,85000000,7225000000000000,450717150,116.0,7.2,2001,Thriller
The Three Musketeers,75000000,5625000000000000,132274484,110.0,5.6,2011,Adventure
Hotel Transylvania,85000000,7225000000000000,358375603,91.0,6.8,2012,Animation
Enchanted,85000000,7225000000000000,340487652,107.0,6.6,2007,Comedy
Safe House,85000000,7225000000000000,208076205,115.0,6.3,2012,Action
102 Dalmatians,85000000,7225000000000000,183611771,100.0,5.1,2000,Comedy
Tower Heist,75000000,5625000000000000,152930623,104.0,5.8,2011,Action
The Holiday,85000000,7225000000000000,194168700,136.0,6.7,2006,Comedy
Enemy of the State,90000000,8100000000000000,250649836,132.0,6.7,1998,Action
It's Complicated,85000000,7225000000000000,219103655,121.0,6.2,2009,Comedy
Ocean's Thirteen,85000000,7225000000000000,311312624,122.0,6.5,2007,Crime
Open Season,85000000,7225000000000000,197309027,83.0,6.1,2006,Adventure
Divergent,85000000,7225000000000000,288747895,139.0,6.9,2014,Adventure
Enemy at the Gates,68000000,4624000000000000,96976270,131.0,7.2,2001,War
The Rundown,85000000,7225000000000000,80916492,104.0,6.4,2003,Adventure
Last Action Hero,85000000,7225000000000000,137298489,130.0,6.1,1993,Adventure
Memoirs of a Geisha,85000000,7225000000000000,162242962,145.0,7.3,2005,Drama
The Fast and the Furious: Tokyo Drift,85000000,7225000000000000,158468292,104.0,6.1,2006,Action
Meet Joe Black,90000000,8100000000000000,142940100,178.0,6.9,1998,Fantasy
Collateral Damage,85000000,7225000000000000,78382433,108.0,5.5,2002,Action
Mirror Mirror,85000000,7225000000000000,183018522,106.0,5.5,2012,Adventure
Scott Pilgrim vs. the World,60000000,3600000000000000,47664559,112.0,7.2,2010,Action
The Core,60000000,3600000000000000,74208267,136.0,5.4,2003,Action
Nutty Professor II: The Klumps,84000000,7056000000000000,123307945,106.0,4.7,2000,Fantasy
Scooby-Doo,84000000,7056000000000000,275650703,88.0,5.4,2002,Mystery
Dredd,50000000,2500000000000000,41037742,95.0,6.6,2012,Action
Click,82500000,6806250000000000,237681299,107.0,6.0,2006,Comedy
Creepshow,8000000,64000000000000,21028755,120.0,6.7,1982,Horror
Cats & Dogs 2 : The Revenge of Kitty Galore,85000000,7225000000000000,112483764,82.0,4.9,2010,Comedy
Jumper,85000000,7225000000000000,222231186,88.0,5.9,2008,Adventure
Hellboy II: The Golden Army,85000000,7225000000000000,160388063,120.0,6.5,2008,Adventure
Zodiac,65000000,4225000000000000,84785914,157.0,7.3,2007,Crime
The 6th Day,82000000,6724000000000000,96085477,123.0,5.7,2000,Science Fiction
Bruce Almighty,80000000,6400000000000000,484572835,101.0,6.4,2003,Fantasy
The Expendables,80000000,6400000000000000,274470394,103.0,6.0,2010,Thriller
Mission: Impossible,80000000,6400000000000000,457696359,110.0,6.7,1996,Adventure
The Hunger Games,75000000,5625000000000000,691210692,142.0,6.9,2012,Science Fiction
The Hangover Part II,80000000,6400000000000000,254455986,102.0,6.2,2011,Comedy
Batman Returns,80000000,6400000000000000,280000000,126.0,6.6,1992,Action
Over the Hedge,80000000,6400000000000000,343397247,83.0,6.3,2006,Comedy
Lilo & Stitch,80000000,6400000000000000,145771527,85.0,7.1,2002,Animation
Charlotte's Web,85000000,7225000000000000,144000000,97.0,5.8,2006,Comedy
Deep Impact,75000000,5625000000000000,140464664,120.0,5.9,1998,Action
The Longest Yard,82000000,6724000000000000,190320568,113.0,6.2,2005,Comedy
Alvin and the Chipmunks: Chipwrecked,75000000,5625000000000000,342695435,87.0,5.4,2011,Comedy
Grown Ups 2,80000000,6400000000000000,246984278,100.0,5.8,2013,Comedy
Get Smart,80000000,6400000000000000,230685453,110.0,6.0,2008,Action
Something's Gotta Give,80000000,6400000000000000,266728738,128.0,6.3,2003,Drama
Shutter Island,80000000,6400000000000000,294804195,138.0,7.8,2010,Drama
Four Christmases,80000000,6400000000000000,163733697,88.0,5.3,2008,Comedy
Robots,75000000,5625000000000000,260696994,91.0,6.0,2005,Animation
Face/Off,80000000,6400000000000000,245676146,138.0,6.8,1997,Action
Bedtime Stories,80000000,6400000000000000,212874442,99.0,5.9,2008,Fantasy
Road to Perdition,80000000,6400000000000000,181001478,117.0,7.3,2002,Thriller
Just Go with It,80000000,6400000000000000,214918407,117.0,6.3,2011,Romance
Con Air,75000000,5625000000000000,224012234,115.0,6.5,1997,Action
Eagle Eye,80000000,6400000000000000,178066569,118.0,6.3,2008,Mystery
Cold Mountain,79000000,6241000000000000,173013509,154.0,6.7,2003,Drama
The Book of Eli,80000000,6400000000000000,157107755,118.0,6.6,2010,Action
Flubber,80000000,6400000000000000,177977226,93.0,5.3,1997,Comedy
The Haunting,80000000,6400000000000000,91188905,113.0,5.2,1999,Horror
Space Jam,80000000,6400000000000000,250200000,88.0,6.5,1996,Animation
The Day the Earth Stood Still,80000000,6400000000000000,233093859,104.0,5.2,2008,Drama
Conspiracy Theory,75000000,5625000000000000,136982834,135.0,6.5,1997,Action
Fury,68000000,4624000000000000,211817906,135.0,7.4,2014,War
Six Days Seven Nights,70000000,4900000000000000,164000000,98.0,5.6,1998,Action
Yogi Bear,80000000,6400000000000000,201584141,80.0,5.2,2010,Comedy
Spirit: Stallion of the Cimarron,80000000,6400000000000000,122563539,83.0,7.4,2002,Western
Zookeeper,80000000,6400000000000000,169852759,102.0,5.3,2011,Comedy
Lost in Space,80000000,6400000000000000,136159423,130.0,5.0,1998,Adventure
The Manchurian Candidate,80000000,6400000000000000,96105964,129.0,6.2,2004,Drama
Hotel Transylvania 2,80000000,6400000000000000,473226958,89.0,6.7,2015,Animation
Fantasia 2000,80000000,6400000000000000,90874570,74.0,7.0,1999,Animation
The Time Machine,80000000,6400000000000000,123729176,96.0,5.8,2002,Science Fiction
Swordfish,102000000,10404000000000000,147080413,99.0,6.1,2001,Action
The Legend of Zorro,75000000,5625000000000000,142400065,129.0,5.9,2005,Action
What Dreams May Come,85000000,7225000000000000,71485043,113.0,6.8,1998,Drama
The Brothers Grimm,88000000,7744000000000000,105316267,118.0,5.6,2005,Adventure
Mars Attacks!,70000000,4900000000000000,101371017,106.0,6.1,1996,Comedy
Surrogates,80000000,6400000000000000,122444772,89.0,5.9,2009,Action
Thirteen Days,80000000,6400000000000000,34566746,145.0,6.9,2000,Drama
Daylight,80000000,6400000000000000,159212469,115.0,5.8,1996,Action
Walking With Dinosaurs,80000000,6400000000000000,126546518,87.0,5.2,2013,Animation
Battlefield Earth,44000000,1936000000000000,21400000,118.0,3.0,2000,Action
Looney Tunes: Back in Action,80000000,6400000000000000,68514844,90.0,5.6,2003,Animation
Nine,80000000,6400000000000000,53825515,112.0,5.1,2009,Drama
Timeline,80000000,6400000000000000,19480739,116.0,5.4,2003,Action
The Postman,80000000,6400000000000000,17626234,177.0,6.1,1997,Drama
Babe: Pig in the City,90000000,8100000000000000,69131860,92.0,5.2,1998,Adventure
The Last Witch Hunter,90000000,8100000000000000,146936910,106.0,5.7,2015,Fantasy
Red Planet,80000000,6400000000000000,33463969,106.0,5.4,2000,Thriller
Arthur and the Invisibles,86000000,7396000000000000,107944236,94.0,6.0,2006,Adventure
A Sound of Thunder,80000000,6400000000000000,5989640,110.0,4.8,2005,Thriller
Pompeii,130000000,16900000000000000,117831631,105.0,5.2,2014,Action
A Beautiful Mind,60000000,3600000000000000,313542341,135.0,7.7,2001,Drama
The Lion King,45000000,2025000000000000,788241776,89.0,8.0,1994,Family
Journey 2: The Mysterious Island,79000000,6241000000000000,355692760,94.0,5.8,2012,Adventure
Cloudy with a Chance of Meatballs 2,78000000,6084000000000000,248384621,95.0,6.4,2013,Animation
Red Dragon,78000000,6084000000000000,209196298,124.0,6.7,2002,Crime
Hidalgo,100000000,10000000000000000,108103450,136.0,6.5,2004,Western
Jack and Jill,79000000,6241000000000000,149673788,91.0,4.1,2011,Comedy
2 Fast 2 Furious,76000000,5776000000000000,236350661,107.0,6.2,2003,Action
The Little Prince,64000000,4096000000000000,97571250,92.0,7.6,2015,Adventure
The Invasion,80000000,6400000000000000,15071514,99.0,5.7,2007,Science Fiction
The Adventures of Rocky & Bullwinkle,76000000,5776000000000000,35134820,88.0,3.9,2000,Action
The Secret Life of Pets,75000000,5625000000000000,875958308,87.0,5.9,2016,Animation
The League of Extraordinary Gentlemen,78000000,6084000000000000,179265204,110.0,5.7,2003,Fantasy
Despicable Me 2,76000000,5776000000000000,970761885,98.0,7.0,2013,Animation
Independence Day,75000000,5625000000000000,816969268,145.0,6.7,1996,Action
The Lost World: Jurassic Park,73000000,5329000000000000,229074524,129.0,6.2,1997,Adventure
Madagascar,75000000,5625000000000000,532680671,86.0,6.6,2005,Family
Children of Men,76000000,5776000000000000,69959751,109.0,7.4,2006,Drama
X-Men,75000000,5625000000000000,296339527,104.0,6.8,2000,Adventure
Wanted,75000000,5625000000000000,258270008,110.0,6.4,2008,Action
The Rock,75000000,5625000000000000,335062621,136.0,6.9,1996,Action
Ice Age: The Meltdown,80000000,6400000000000000,660940780,91.0,6.5,2006,Animation
50 First Dates,75000000,5625000000000000,196482882,99.0,6.6,2004,Comedy
Hairspray,50000000,2500000000000000,90450008,117.0,6.5,2007,Family
Exorcist: The Beginning,80000000,6400000000000000,78000586,114.0,4.7,2004,Horror
Now You See Me,75000000,5625000000000000,117698894,115.0,7.3,2013,Thriller
Grown Ups,80000000,6400000000000000,271430189,102.0,6.0,2010,Comedy
The Terminal,60000000,3600000000000000,219417255,128.0,7.0,2004,Comedy
Hotel for Dogs,35000000,1225000000000000,73034460,100.0,5.7,2009,Comedy
Vertical Limit,75000000,5625000000000000,215663859,124.0,5.9,2000,Action
Charlie Wilson's War,75000000,5625000000000000,119000410,102.0,6.5,2007,Comedy
Shark Tale,75000000,5625000000000000,367275019,90.0,5.8,2004,Animation
Dreamgirls,70000000,4900000000000000,154937680,134.0,6.6,2006,Drama
Be Cool,53000000,2809000000000000,95226116,118.0,5.4,2005,Comedy
Munich,70000000,4900000000000000,130358911,164.0,6.9,2005,Drama
Tears of the Sun,70000000,4900000000000000,85632458,121.0,6.4,2003,Action
Killers,75000000,5625000000000000,98159963,100.0,5.7,2010,Action
The Man from U.N.C.L.E.,75000000,5625000000000000,108145109,116.0,7.1,2015,Comedy
Spanglish,80000000,6400000000000000,55041367,130.0,5.8,2004,Comedy
Monster House,75000000,5625000000000000,140175006,91.0,6.3,2006,Animation
Bandits,75000000,5625000000000000,67631903,123.0,6.2,2001,Action
First Knight,55000000,3025000000000000,127600435,134.0,5.9,1995,Action
Immortals,75000000,5625000000000000,226904017,110.0,5.7,2011,Fantasy
Hostage,52000000,2704000000000000,77944725,113.0,6.2,2005,Mystery
Titan A.E.,75000000,5625000000000000,36754634,94.0,6.3,2000,Animation
Hollywood Homicide,75000000,5625000000000000,51142659,116.0,5.0,2003,Action
Soldier,75000000,5625000000000000,14567883,99.0,6.1,1998,Action
Monkeybone,75000000,5625000000000000,5409517,93.0,4.3,2001,Adventure
Flight of the Phoenix,45000000,2025000000000000,21009180,113.0,5.7,2004,Action
Unbreakable,75000000,5625000000000000,248118121,106.0,6.9,2000,Science Fiction
Minions,74000000,5476000000000000,1156730962,91.0,6.4,2015,Family
Sucker Punch,82000000,6724000000000000,89792502,110.0,5.9,2011,Action
Snake Eyes,73000000,5329000000000000,103891409,98.0,5.8,1998,Crime
Sphere,75000000,5625000000000000,13100000,134.0,5.8,1998,Science Fiction
The Angry Birds Movie,73000000,5329000000000000,349779543,97.0,5.9,2016,Family
Fool's Gold,70000000,4900000000000000,111231041,112.0,5.4,2008,Romance
Funny People,75000000,5625000000000000,61458982,146.0,5.7,2009,Comedy
The Kingdom,70000000,4900000000000000,86658558,110.0,6.5,2007,Thriller
Talladega Nights: The Ballad of Ricky Bobby,72500000,5256250000000000,162966177,116.0,6.2,2006,Comedy
Dr. Dolittle 2,70000000,4900000000000000,176104344,87.0,4.9,2001,Comedy
Braveheart,72000000,5184000000000000,210000000,177.0,7.7,1995,Action
Jarhead,72000000,5184000000000000,96889998,125.0,6.6,2005,Drama
The Simpsons Movie,75000000,5625000000000000,527068851,87.0,6.9,2007,Animation
The Majestic,72000000,5184000000000000,37317558,152.0,6.6,2001,Drama
Driven,94000000,8836000000000000,54744738,116.0,4.5,2001,Action
Two Brothers,74500000,5550250000000000,62172050,109.0,6.9,2004,Adventure
The Village,60000000,3600000000000000,256697520,108.0,6.2,2004,Drama
Doctor Dolittle,71000000,5041000000000000,294456605,85.0,5.4,1998,Comedy
Signs,72000000,5184000000000000,408247917,106.0,6.4,2002,Drama
Shrek 2,150000000,22500000000000000,919838758,93.0,6.7,2004,Adventure
Cars,120000000,14400000000000000,461983149,117.0,6.6,2006,Animation
Runaway Bride,70000000,4900000000000000,309457509,116.0,5.7,1999,Comedy
xXx,70000000,4900000000000000,277448382,124.0,5.8,2002,Action
The SpongeBob Movie: Sponge Out of Water,74000000,5476000000000000,311594032,93.0,5.8,2015,Animation
Ransom,80000000,6400000000000000,309492681,117.0,6.4,1996,Action
Inglourious Basterds,70000000,4900000000000000,319131050,153.0,7.9,2009,Drama
Hook,70000000,4900000000000000,300854823,144.0,6.6,1991,Adventure
Die Hard 2,70000000,4900000000000000,240031094,124.0,6.6,1990,Action
S.W.A.T.,80000000,6400000000000000,116643346,117.0,5.8,2003,Action
Vanilla Sky,68000000,4624000000000000,203388341,136.0,6.5,2001,Drama
Lady in the Water,75000000,5625000000000000,42285169,110.0,5.3,2006,Drama
AVP: Alien vs. Predator,70000000,4900000000000000,171183863,101.0,5.5,2004,Adventure
Alvin and the Chipmunks: The Squeakquel,75000000,5625000000000000,443140005,88.0,5.4,2009,Comedy
We Were Soldiers,75000000,5625000000000000,114660784,138.0,6.7,2002,Action
Olympus Has Fallen,70000000,4900000000000000,161025640,120.0,6.2,2013,Action
Star Trek: Insurrection,70000000,4900000000000000,118000000,103.0,6.3,1998,Science Fiction
Battle: Los Angeles,70000000,4900000000000000,202466756,116.0,5.5,2011,Action
Big Fish,70000000,4900000000000000,122919055,125.0,7.6,2003,Adventure
War Horse,66000000,4356000000000000,177584879,146.0,7.0,2011,Drama
The Monuments Men,70000000,4900000000000000,154984035,118.0,5.8,2014,War
The Abyss,70000000,4900000000000000,90000098,139.0,7.1,1989,Adventure
Wall Street: Money Never Sleeps,70000000,4900000000000000,134748021,133.0,5.8,2010,Drama
Dracula Untold,70000000,4900000000000000,215529201,92.0,6.2,2014,Horror
The Siege,70000000,4900000000000000,116672912,116.0,6.0,1998,Drama
Stardust,70000000,4900000000000000,135560026,127.0,7.1,2007,Adventure
Seven Years in Tibet,70000000,4900000000000000,131457682,136.0,7.0,1997,Adventure
The Dilemma,70000000,4900000000000000,67112664,111.0,5.2,2011,Comedy
Bad Company,70000000,4900000000000000,65977295,116.0,5.4,2002,Action
Doom,60000000,3600000000000000,55987321,105.0,5.0,2005,Adventure
I Spy,70000000,4900000000000000,33561137,97.0,5.2,2002,Action
